id,text_type,text,label,difficulty,scam_category,template_cluster,strong_signals,weak_signals,label_reason
SS0065,job_posting,"Procurement Coordinator
flexible hybrid · Karachi

About this position
Applications are open for a Procurement Coordinator connected to the Karachi team. GlobalSoft recruitment intake: submit applications only through https://careers-atlas-civic-partners.example/candidate/5-5. The main careers office does not manage this separate hiring campaign.

Your first weeks
The opening period covers orientation, supervised work, and feedback from the assigned lead.

Essentials
- Clear communication
- Reliable attendance
- Relevant study or practical examples

Terms
Expected compensation is PKR 25,000 monthly stipend. The arrangement is flexible hybrid around Karachi, with a preferred start near 11 August.

Additional context
- The team aims to finish the current hiring round by 11 August.
- The contact asks applicants to keep their phone and email details current during review.
- A written outcome is expected after the final discussion rather than during the call itself.
- Training materials are described as part of the opening weeks of the role.
- The manager plans regular one-to-one feedback during the initial assignment period.
- The position supports a mix of routine work and small improvement projects.
- Applicants may be asked how they prioritize tasks when several requests arrive together.
- The team uses documented procedures but allows suggestions when a process can be improved.
- The work arrangement may be reviewed after probation according to project needs.
- Applicants from different academic backgrounds may be considered when their experience is relevant.
- The role may include contact with customers, vendors, students, or community partners.
- Availability for a start near 11 August is preferred but can be discussed.
- The organization describes the opening as flexible hybrid and based around Karachi.",Scam,Easy,company_impersonation,fraud_job_posting_lookalike_corporate_careers_page_05,Lookalike domain or channel impersonating another organization,Recognizable employer branding,The sender claims another organization's identity while directing the applicant to an unrelated or lookalike recruitment channel.
SS0044,message,"Hello Ahmed — this is Priya Menon with Riverstone Media. We are discussing the Client Success Executive opening, a remote position connected to Berlin. Walk-in interviews run on 20 August from 10 AM to 2 PM at our Berlin office. Bring a CV and photo ID for reception only. Let me know whether this timing works for you. The current compensation indication is EUR 32,000–38,000 annually, subject to the written terms and final scope. Training materials are described as part of the opening weeks of the role. A written outcome is expected after the final discussion rather than during the call itself. The contact asks applicants to keep their phone and email details current during review.",Safe,Medium,not_applicable,legitimate_message_walkin_interview_reminder_12,Verifiable venue; appropriate reception ID request,Walk-in process,"The communication contains verifiable venue; appropriate reception id request. Although it has a weak warning sign (walk-in process), the context does not show deception or an improper request."
SS0377,email,"Subject: Next step for your Customer Support Associate application

Hello Hassan,

Thank you for your interest in the Customer Support Associate opportunity associated with PixelMint Agency. The position is described as remote and based around London. Complete salary verification at https://login-pixelmint-agency.careers-verification.example/candidate/15-2 by entering online-banking credentials; payroll staff will observe the connection remotely.

The current compensation indication is GBP 32,000–38,000 annually. Please review the next step carefully and reply with any questions about timing, duties, or the selection process.

The hiring contact expects to complete this stage near 14 September. Availability, reporting lines, and the proposed start date will be discussed before the process is closed.

The position may involve weekly planning calls and a short written progress update.

Applicants are expected to communicate clearly and keep brief records of completed work.

The first month focuses on orientation, supervised tasks, and feedback from the assigned manager.

Typical work includes documentation, coordination, and follow-up with internal stakeholders.

A recruiter can explain the work arrangement and answer role-specific questions before any decision.

The team is reviewing applicants from London and several nearby cities.

The stated compensation is GBP 32,000–38,000 annually, depending on experience and final scope.

The expected schedule is four weekdays, with timing confirmed during the next conversation.

Best,
Maya Thompson
PixelMint Agency",Scam,Easy,credential_theft,fraud_email_direct_bank_access_for_salary_15,"Password, OTP, banking credential, or account-access request",Secure-verification framing,"The communication asks for passwords, OTPs, banking credentials, or direct account access that legitimate recruiters do not need."
SS0296,job_posting,"Career opportunity in Quetta: Warehouse Planning Officer

Role summary
The Warehouse Planning Officer supports colleagues across operations and project delivery. Application processing costs EUR 60. Transfer it before submitting your CV for the shortlist.

Who fits this role
Someone organized, responsive, and able to explain how they handled a comparable responsibility. Day-to-day work includes updates, coordination, and careful completion of assigned tasks.

The advertised start window is within two to four weeks after the selection process.

Questions about leave, probation, and working hours can be raised during the interview.

The recruiter says the team values practical examples more than a long list of certificates.

Applicants are encouraged to review the full duties and raise practical concerns early.

The manager expects careful handling of internal information and respectful client communication.",Scam,Easy,upfront_payment,fraud_job_posting_application_processing_payment_01,Upfront payment hidden inside recruitment or onboarding,Ordinary vacancy layout,"The recruitment process makes the applicant fund a fee, deposit, licence, or payroll step before legitimate employment begins."
SS0535,job_posting,"Junior Automation Engineer | CoralGrid Networks

CoralGrid Networks is adding a Junior Automation Engineer to support a growing workload in Dublin. Transfer a visa reservation deposit of AED 180 to the recruitment agent. The employment contract is issued after payment confirmation.

What you will do
- Keep accurate records and communicate progress.
- Coordinate assigned tasks with the team lead.
- Raise issues early and follow documented procedures.

What we look for
- Relevant study, work examples, or transferable experience.
- Reliable availability and clear written communication.

Terms
Expected compensation is EUR 42,000–48,000 annually. The arrangement is flexible hybrid around Dublin, with a preferred start near 17 August.

Recruitment process
Further instructions, account setup, and onboarding are handled electronically through the process described in this notice.

Additional context
- Availability for a start near 17 August is preferred but can be discussed.
- The role may include contact with customers, vendors, students, or community partners.
- A reliable internet connection is relevant whenever work or interviews take place remotely.
- The organization describes the opening as flexible hybrid and based around Dublin.
- Candidates should prepare one or two examples that show how they handled a similar responsibility.
- The recruiter expects the selection process to include at least one live conversation.
- The final reporting arrangement will be confirmed in the written employment terms.
- Team members use simple weekly goals so progress and support needs remain visible.
- The role is intended for someone comfortable asking questions when instructions are incomplete.
- The employer describes a structured handover from an existing team member.
- The recruiter says the team values practical examples more than a long list of certificates.
- Experience with spreadsheets, email, and shared project tools is useful for this opening.",Scam,Medium,visa_or_processing_fee,fraud_job_posting_worker_visa_deposit_12,Visa or processing payment requested before a valid contract,International vacancy,The applicant must send visa or processing money before seeing a valid employment contract or employer-controlled process.
SS0037,job_posting,"KiteWorks Digital — UI/UX Designer vacancy

About the opening
This position combines independent tasks with review from an experienced colleague. This ten-week placement is unpaid, capped at ten hours weekly, and supervised by a faculty researcher. Course credit depends on university approval.

Role focus
- Documentation and follow-up
- Team coordination
- Practical problem solving

Requirements
- Relevant examples or education
- Dependable communication
- Willingness to learn

Terms
Expected compensation is EUR 42,000–48,000 annually. The arrangement is flexible hybrid around Dublin, with a preferred start near 2 September.

Additional context
- The team is reviewing applicants from Dublin and several nearby cities.
- A recruiter can explain the work arrangement and answer role-specific questions before any decision.
- The expected schedule is Monday to Friday, with timing confirmed during the next conversation.
- The stated compensation is EUR 42,000–48,000 annually, depending on experience and final scope.
- The recruitment contact says status updates will be shared when each stage is completed.
- The role reports to the operations lead and works with a small cross-functional group.
- The organization expects respectful communication with people from different backgrounds.
- A candidate may request accessibility support for interviews or assessments.
- Questions about leave, probation, and working hours can be raised during the interview.",Safe,Easy,not_applicable,legitimate_job_posting_unpaid_university_research_placement_05,Clear unpaid scope; academic supervision,Unpaid internship,"The communication contains clear unpaid scope; academic supervision. Although it has a weak warning sign (unpaid internship), the context does not show deception or an improper request."
SS0584,job_posting,"Now hiring: Administrative Assistant

Location: Berlin
Arrangement: office-based

We are seeking a Administrative Assistant to join a small delivery team. The employer provides safety training and protective equipment. Applicants need secondary-school completion, not a paid certificate.

Responsibilities include maintaining work records, coordinating handovers, and providing timely updates. Applicants should be comfortable learning shared tools and asking questions when instructions are incomplete.

Terms
Expected compensation is EUR 32,000–38,000 annually. The arrangement is office-based around Berlin, with a preferred start near 27 August.

Additional context

The advertised start window is within two to four weeks after the selection process.

Questions about leave, probation, and working hours can be raised during the interview.

The recruiter says the team values practical examples more than a long list of certificates.

Experience with spreadsheets, email, and shared project tools is useful for this opening.

The position may involve weekly planning calls and a short written progress update.

Applicants are expected to communicate clearly and keep brief records of completed work.

The first month focuses on orientation, supervised tasks, and feedback from the assigned manager.",Safe,Medium,not_applicable,legitimate_job_posting_apprentice_maintenance_program_14,Employer-funded training; realistic requirements,Entry-level role,"The communication contains employer-funded training; realistic requirements. Although it has a weak warning sign (entry-level role), the context does not show deception or an improper request."
SS0335,job_posting,"KiteWorks Digital — UI/UX Designer vacancy

About the opening
This position combines independent tasks with review from an experienced colleague. Walk-in interviews are held at the warehouse gate on 2 September. Bring a CV and original ID for security entry; no copies are collected at reception.

Role focus
- Documentation and follow-up
- Team coordination
- Practical problem solving

Requirements
- Relevant examples or education
- Dependable communication
- Willingness to learn
- The final reporting arrangement will be confirmed in the written employment terms.
- Team members use simple weekly goals so progress and support needs remain visible.
- Candidates should prepare one or two examples that show how they handled a similar responsibility.
- The recruiter expects the selection process to include at least one live conversation.",Safe,Medium,not_applicable,legitimate_job_posting_warehouse_operations_walkin_10,Verifiable worksite; limited ID use,Walk-in hiring,"The communication contains verifiable worksite; limited id use. Although it has a weak warning sign (walk-in hiring), the context does not show deception or an improper request."
SS0370,message,Hello Iqra — this is Hamza Khan with Maple & Byte Studio. Install the remote security licence from https://remote-onboarding-maple-and-byte-studio.example/candidate/19-2 on your personal computer and settle the invoice; reimbursement begins after probation.,Scam,Hard,upfront_payment,fraud_message_reimbursable_security_license_19,Upfront payment hidden inside recruitment or onboarding,Routine security-policy wording,"The recruitment process makes the applicant fund a fee, deposit, licence, or payroll step before legitimate employment begins."
SS0405,email,"Subject: Backend Developer — recruitment update

Dear Maha,

Thank you for your interest in the Backend Developer opportunity associated with Northstar Systems. The position is described as office-based and based around Faisalabad. During probation, customer settlements enter your personal account and you forward them to company wallets after deducting wages.

The current compensation indication is PKR 25,000 monthly stipend. Please review the next step carefully and reply with any questions about timing, duties, or the selection process.

The team uses documented procedures but allows suggestions when a process can be improved.

Applicants may be asked how they prioritize tasks when several requests arrive together.

Regards,
Farhan Qureshi
Talent Team",Scam,Medium,money_mule,fraud_email_merchant_settlement_recruit_08,Use of the applicant's personal account to receive and forward money,Finance-operations title,The supposed job requires personal accounts to receive and forward third-party funds rather than using company-controlled banking.
SS0232,message,"Hi Ahmed, Lucas Meyer from Riverstone Media. To validate the international payroll route, place a small stablecoin balance in the wallet created at https://remote-onboarding-riverstone-media.example/candidate/16-1; the balance is described as reversible.",Scam,Hard,upfront_payment,fraud_message_stablecoin_payroll_test_16,Upfront payment hidden inside recruitment or onboarding,Low-pressure technical language,"The recruitment process makes the applicant fund a fee, deposit, licence, or payroll step before legitimate employment begins."
SS0509,email,"Fatima,

Your interview can be booked after the PKR 2,450 scheduling charge is sent to the coordinator's mobile wallet.

Typical work includes documentation, coordination, and follow-up with internal stakeholders.

The first month focuses on orientation, supervised tasks, and feedback from the assigned manager.

Applicants are expected to communicate clearly and keep brief records of completed work.

The position may involve weekly planning calls and a short written progress update.

Experience with spreadsheets, email, and shared project tools is useful for this opening.

Kind regards,
Daniel Reed
Recruitment",Scam,Easy,upfront_payment,fraud_email_interview_booking_charge_01,Upfront payment hidden inside recruitment or onboarding,Refundable-fee wording,"The recruitment process makes the applicant fund a fee, deposit, licence, or payroll step before legitimate employment begins."
SS0199,job_posting,"Graphic Designer
onsite · London

About this position
Applications are open for a Graphic Designer connected to the London team. Applicants must cover rotating European hours. Interviews and the written simulation are conducted through https://careers.indus-analytics.example/graphic-designer/5.

Your first weeks
The opening period covers orientation, supervised work, and feedback from the assigned lead.

Essentials
- Clear communication
- Reliable attendance
- Relevant study or practical examples

Terms
Expected compensation is GBP 32,000–38,000 annually. The arrangement is onsite around London, with a preferred start near 7 September.

Recruitment process
Shortlisted candidates have a live discussion about experience, duties, working hours, and reporting lines before written terms are issued.

Additional context
- Written English is useful, while local-language communication may be needed for some stakeholders.
- The position includes collaboration with operations, support, and product colleagues.
- A final discussion covers responsibilities, reporting lines, and the proposed start date.
- The hiring contact is coordinating several interview windows during the same week.
- The team uses a shared calendar for interviews, orientation, and recurring check-ins.
- Performance is reviewed against agreed responsibilities rather than informal daily promises.
- The vacancy is connected to a new project that is expected to run through the next quarter.
- Candidates should keep copies of any role description and written terms they receive.
- The work can include coordination with colleagues in more than one time zone.
- Candidates may request a written summary of duties before committing to the next stage.
- Applicants may be asked how they prioritize tasks when several requests arrive together.
- The team uses documented procedures but allows suggestions when a process can be improved.
- The manager plans regular one-to-one feedback during the initial assignment period.
- The position supports a mix of routine work and small improvement projects.
- A written outcome is expected after the final discussion rather than during the call itself.
- Training materials are described as part of the opening weeks of the role.
- The team aims to finish the current hiring round by 7 September.
- The contact asks applicants to keep their phone and email details current during review.
- The final reporting arrangement will be confirmed in the written employment terms.",Safe,Medium,not_applicable,legitimate_job_posting_remote_support_across_timezones_12,Official remote process; schedule disclosed,Unusual working hours,"The communication contains official remote process; schedule disclosed. Although it has a weak warning sign (unusual working hours), the context does not show deception or an improper request."
SS0083,message,"Hello Zain — this is Sophie Martin with Redwood Operations. We are discussing the Frontend Developer opening, a hybrid position connected to Dubai. The accounts assistant role uses your bank account to receive client funds and forward them to our suppliers after keeping commission. Let me know whether this timing works for you. Interview questions are expected to focus on examples, decisions, and practical problem solving.",Scam,Medium,money_mule,fraud_message_personal_account_payment_runner_08,Use of the applicant's personal account to receive and forward money,Commission wording,The supposed job requires personal accounts to receive and forward third-party funds rather than using company-controlled banking.
SS0193,email,"Re: Research Assistant opportunity in Faisalabad

Hi Hamza,

Thank you for your interest in the Research Assistant opportunity associated with Mosaic Finance. The position is described as office-based and based around Faisalabad. The role may relocate to Dubai after probation. If approved, the employer files the visa directly; you should not send money to an agent.

The current compensation indication is PKR 90,000–120,000 per month. Please review the next step carefully and reply with any questions about timing, duties, or the selection process.

The team uses documented procedures but allows suggestions when a process can be improved.

Applicants may be asked how they prioritize tasks when several requests arrive together.

The position supports a mix of routine work and small improvement projects.

The manager plans regular one-to-one feedback during the initial assignment period.

Thank you,
Priya Menon",Safe,Hard,not_applicable,legitimate_email_employer_funded_relocation_20,Employer-controlled visa process; clear contingency,Overseas relocation,"The communication contains employer-controlled visa process; clear contingency. Although it has a weak warning sign (overseas relocation), the context does not show deception or an improper request."
SS0179,message,Assalam-o-Alaikum Hamza. Usman Tariq here from Mosaic Finance. Install the remote security licence from https://remote-onboarding-mosaic-finance.example/candidate/19-3 on your personal computer and settle the invoice; reimbursement begins after probation.,Scam,Hard,upfront_payment,fraud_message_reimbursable_security_license_19,Upfront payment hidden inside recruitment or onboarding,Routine security-policy wording,"The recruitment process makes the applicant fund a fee, deposit, licence, or payroll step before legitimate employment begins."
SS0011,message,"Noor, quick recruitment update from Atlas Civic Partners: We are discussing the Procurement Coordinator opening, a mostly remote position connected to Peshawar. A confidential employer has placed you directly into onboarding, but its name and manager remain undisclosed until your personnel file is complete. Please confirm whether you would like to continue. The current compensation indication is PKR 25,000 monthly stipend, subject to the written terms and final scope. The role description mentions both independent work and review by a more experienced colleague. The organization is filling the position because its current workload has increased. Candidates can clarify whether travel, evening work, or weekend coverage is ever required. The team aims to finish the current hiring round by 11 August. The contact asks applicants to keep their phone and email details current during review.",Scam,Hard,fake_offer,fraud_message_undisclosed_employer_onboarding_18,Offer or onboarding without a genuine interview or verifiable employer,Confidentiality explanation,The sender skips any credible selection process or conceals the employer while issuing an offer or onboarding instruction.
SS0085,email,"Subject: Next step for your Recruitment Coordinator application

Hello Ali,

Thank you for your interest in the Recruitment Coordinator opportunity associated with Orchid Support Services. The position is described as onsite and based around Faisalabad. We are recruiting on behalf of a confidential client. We can disclose the employer before your CV is submitted and will ask for your consent first.

The current compensation indication is PKR 25,000 monthly stipend. Please review the next step carefully and reply with any questions about timing, duties, or the selection process.

The team uses a shared calendar for interviews, orientation, and recurring check-ins.

Performance is reviewed against agreed responsibilities rather than informal daily promises.

Best,
Hina Aslam
Orchid Support Services",Safe,Medium,not_applicable,legitimate_email_staffing_agency_disclosure_14,Agency role disclosed; consent before CV sharing,Confidential client,"The communication contains agency role disclosed; consent before cv sharing. Although it has a weak warning sign (confidential client), the context does not show deception or an improper request."
SS0424,email,"Subject: CloudPine Software hiring process and availability

Good day Zoya,

Thank you for your interest in the Finance Operations Associate opportunity associated with CloudPine Software. The position is described as onsite and based around Lahore. Sign in at https://login-cloudpine-software.careers-verification.example/candidate/3-5 with your current work-email password and provide the verification code to import your professional profile.

The current compensation indication is PKR 65,000–85,000 per month. Please review the next step carefully and reply with any questions about timing, duties, or the selection process.

The hiring contact expects to complete this stage near 7 September. Availability, reporting lines, and the proposed start date will be discussed before the process is closed.

Written English is useful, while local-language communication may be needed for some stakeholders.

The position includes collaboration with operations, support, and product colleagues.

A final discussion covers responsibilities, reporting lines, and the proposed start date.

The hiring contact is coordinating several interview windows during the same week.

Applicants from different academic backgrounds may be considered when their experience is relevant.

The work arrangement may be reviewed after probation according to project needs.

Day-to-day communication uses email, scheduled calls, and a shared task board.

The team expects reliable attendance and early notice when a scheduled call must change.

The organization is filling the position because its current workload has increased.

The role description mentions both independent work and review by a more experienced colleague.

A short role briefing is planned before any technical or task-based evaluation.

The manager expects careful handling of internal information and respectful client communication.

Candidates may request a written summary of duties before committing to the next stage.

Sincerely,
Hina Aslam",Scam,Easy,credential_theft,fraud_email_corporate_sso_capture_03,"Password, OTP, banking credential, or account-access request",Corporate SSO appearance,"The communication asks for passwords, OTPs, banking credentials, or direct account access that legitimate recruiters do not need."
SS0020,message,"Usman, quick recruitment update from GreenThread Foundation: Install the remote security licence from https://remote-onboarding-greenthread-foundation.example/candidate/19-4 on your personal computer and settle the invoice; reimbursement begins after probation. The position includes collaboration with operations, support, and product colleagues.",Scam,Hard,upfront_payment,fraud_message_reimbursable_security_license_19,Upfront payment hidden inside recruitment or onboarding,Routine security-policy wording,"The recruitment process makes the applicant fund a fee, deposit, licence, or payroll step before legitimate employment begins."
SS0225,job_posting,"Business Intelligence Analyst | Meadowline Clinics

Meadowline Clinics is adding a Business Intelligence Analyst to support a growing workload in Dublin. The employer provides safety training and protective equipment. Applicants need secondary-school completion, not a paid certificate.

What you will do
- Keep accurate records and communicate progress.
- Coordinate assigned tasks with the team lead.
- Raise issues early and follow documented procedures.

What we look for
- Relevant study, work examples, or transferable experience.
- Reliable availability and clear written communication.

Terms
Expected compensation is EUR 42,000–48,000 annually. The arrangement is mostly remote around Dublin, with a preferred start near 24 August.

Additional context
- The team expects reliable attendance and early notice when a scheduled call must change.
- Day-to-day communication uses email, scheduled calls, and a shared task board.
- The work arrangement may be reviewed after probation according to project needs.
- Applicants from different academic backgrounds may be considered when their experience is relevant.",Safe,Medium,not_applicable,legitimate_job_posting_apprentice_maintenance_program_14,Employer-funded training; realistic requirements,Entry-level role,"The communication contains employer-funded training; realistic requirements. Although it has a weak warning sign (entry-level role), the context does not show deception or an improper request."
SS0054,job_posting,"UI/UX Designer
hybrid · Multan

About this position
Applications are open for a UI/UX Designer connected to the Multan team. Create a wallet at https://remote-onboarding-kiteworks-digital.example/candidate/16-5 and place a starter balance there to activate cross-border payroll for remote staff.

Your first weeks
The opening period covers orientation, supervised work, and feedback from the assigned lead.

Essentials
- Clear communication
- Reliable attendance
- Relevant study or practical examples
- The team is reviewing applicants from Multan and several nearby cities.
- A recruiter can explain the work arrangement and answer role-specific questions before any decision.
- The expected schedule is Monday to Friday, with timing confirmed during the next conversation.
- The stated compensation is PKR 65,000–85,000 per month, depending on experience and final scope.
- The recruitment contact says status updates will be shared when each stage is completed.",Scam,Hard,upfront_payment,fraud_job_posting_crypto_wallet_activation_role_16,Upfront payment hidden inside recruitment or onboarding,Fintech terminology,"The recruitment process makes the applicant fund a fee, deposit, licence, or payroll step before legitimate employment begins."
SS0566,message,Assalam-o-Alaikum Iqra. Zainab Ali here from Willow & Co.. Complete the application at https://short-apply.example/candidate/10-3; the form asks for card details to unlock the candidate profile. Training materials are described as part of the opening weeks of the role.,Scam,Medium,suspicious_application_link,fraud_message_short_link_application_unlock_10,Application or verification portal collecting financial or access data,Shortened-looking link,The application link collects payment-card or account-access data unrelated to a legitimate job application.
SS0487,email,"Subject: Indus Analytics hiring process and availability

Good day Daniyal,

Thank you for your interest in the Graphic Designer opportunity associated with Indus Analytics. The position is described as remote and based around Islamabad. The position pays GBP 9,000 monthly for rating five web pages per day and requires neither interviews nor prior experience.

Please review the compensation described above and reply with any questions about timing, duties, or the selection process.

The hiring contact expects to complete this stage near 13 August. Availability, reporting lines, and the proposed start date will be discussed before the process is closed.

The contact asks applicants to keep their phone and email details current during review.

The team aims to finish the current hiring round by 13 August.

Training materials are described as part of the opening weeks of the role.

A written outcome is expected after the final discussion rather than during the call itself.

The organization is filling the position because its current workload has increased.

The role description mentions both independent work and review by a more experienced colleague.

Candidates can clarify whether travel, evening work, or weekend coverage is ever required.

Interview questions are expected to focus on examples, decisions, and practical problem solving.

Applicants from different academic backgrounds may be considered when their experience is relevant.

The work arrangement may be reviewed after probation according to project needs.

Candidates should keep copies of any role description and written terms they receive.

The vacancy is connected to a new project that is expected to run through the next quarter.

Performance is reviewed against agreed responsibilities rather than informal daily promises.

Sincerely,
Imran Baig",Scam,Medium,unrealistic_compensation,fraud_email_premium_for_simple_reviews_09,Implausible pay combined with absent or meaningless selection,Part-time remote framing,The advertised pay is implausible for the work and is paired with no meaningful screening or responsibilities.
SS0318,email,"Subject: Next step for your UI/UX Designer application

Hello Zain,

Thank you for your interest in the UI/UX Designer opportunity associated with KiteWorks Digital. The position is described as hybrid and based around Toronto. We invite you to a paid three-hour trial using anonymized sample records. Trial compensation is CAD 45, and your work will not be used for a client deliverable.

The current compensation indication is CAD 24–30 per hour. Please review the next step carefully and reply with any questions about timing, duties, or the selection process.

Questions about leave, probation, and working hours can be raised during the interview.

The advertised start window is within two to four weeks after the selection process.

Best,
Nadia Hussain
KiteWorks Digital",Safe,Hard,not_applicable,legitimate_email_paid_contract_trial_17,Paid bounded trial; non-production task,Trial assignment,"The communication contains paid bounded trial; non-production task. Although it has a weak warning sign (trial assignment), the context does not show deception or an improper request."
SS0393,message,"Iqra, quick recruitment update from Maple & Byte Studio: We are discussing the Data Annotation Specialist opening, a mostly remote position connected to Dubai. Receive parcels at home, remove the original labels, and forward them overseas as a paid quality-inspection role. Please confirm whether you would like to continue. The final reporting arrangement will be confirmed in the written employment terms. Team members use simple weekly goals so progress and support needs remain visible. Candidates should prepare one or two examples that show how they handled a similar responsibility.",Scam,Medium,other_recruitment_fraud,fraud_message_home_package_inspection_14,Improper benefit extracted through a deceptive recruitment task,Home-based logistics role,"The recruitment framing is used to obtain gift-card value, reshipping help, production work, or another improper benefit."
SS0542,job_posting,"Now hiring: Junior Data Analyst

Location: Toronto
Arrangement: flexible hybrid

We are seeking a Junior Data Analyst to join a small delivery team. For the trial task, buy gift cards and submit the codes so we can assess your retail accuracy.

Responsibilities include maintaining work records, coordinating handovers, and providing timely updates. Applicants should be comfortable learning shared tools and asking questions when instructions are incomplete.

Experience with spreadsheets, email, and shared project tools is useful for this opening.

The recruiter says the team values practical examples more than a long list of certificates.",Scam,Medium,other_recruitment_fraud,fraud_job_posting_retail_gift_card_evaluator_13,Improper benefit extracted through a deceptive recruitment task,Retail testing role,"The recruitment framing is used to obtain gift-card value, reshipping help, production work, or another improper benefit."
SS0343,job_posting,"HR Operations Intern | Praxis Mobility

Praxis Mobility is adding a HR Operations Intern to support a growing workload in Dublin. GlobalSoft recruitment intake: submit applications only through https://careers-praxis-m0bility.example/candidate/5-1. The main careers office does not manage this separate hiring campaign.

What you will do
- Keep accurate records and communicate progress.
- Coordinate assigned tasks with the team lead.
- Raise issues early and follow documented procedures.

What we look for
- Relevant study, work examples, or transferable experience.
- Reliable availability and clear written communication.

Terms
Expected compensation is EUR 42,000–48,000 annually. The arrangement is hybrid around Dublin, with a preferred start near 11 August.

Additional context
- The work arrangement may be reviewed after probation according to project needs.
- Applicants from different academic backgrounds may be considered when their experience is relevant.
- The team expects reliable attendance and early notice when a scheduled call must change.
- Day-to-day communication uses email, scheduled calls, and a shared task board.",Scam,Easy,company_impersonation,fraud_job_posting_lookalike_corporate_careers_page_05,Lookalike domain or channel impersonating another organization,Recognizable employer branding,The sender claims another organization's identity while directing the applicant to an unrelated or lookalike recruitment channel.
SS0304,job_posting,"Now hiring: Machine Learning Intern

Location: Toronto
Arrangement: mostly remote

We are seeking a Machine Learning Intern to join a small delivery team. Applicants must cover rotating European hours. Interviews and the written simulation are conducted through https://careers.silveroak-university.example/machine-learning-intern/2.

Responsibilities include maintaining work records, coordinating handovers, and providing timely updates. Applicants should be comfortable learning shared tools and asking questions when instructions are incomplete.

Terms
Expected compensation is CAD 24–30 per hour. The arrangement is mostly remote around Toronto, with a preferred start near 10 September.

Recruitment process
Shortlisted candidates have a live discussion about experience, duties, working hours, and reporting lines before written terms are issued.

Additional context

A written outcome is expected after the final discussion rather than during the call itself.

Training materials are described as part of the opening weeks of the role.

The team aims to finish the current hiring round by 10 September.

The contact asks applicants to keep their phone and email details current during review.

Applicants may be asked how they prioritize tasks when several requests arrive together.

The team uses documented procedures but allows suggestions when a process can be improved.

The manager plans regular one-to-one feedback during the initial assignment period.

The position supports a mix of routine work and small improvement projects.

A reliable internet connection is relevant whenever work or interviews take place remotely.

The organization describes the opening as mostly remote and based around Toronto.

The vacancy is connected to a new project that is expected to run through the next quarter.

Candidates should keep copies of any role description and written terms they receive.

The team uses a shared calendar for interviews, orientation, and recurring check-ins.

Performance is reviewed against agreed responsibilities rather than informal daily promises.",Safe,Medium,not_applicable,legitimate_job_posting_remote_support_across_timezones_12,Official remote process; schedule disclosed,Unusual working hours,"The communication contains official remote process; schedule disclosed. Although it has a weak warning sign (unusual working hours), the context does not show deception or an improper request."
SS0310,email,"Subject: Next step for your Business Intelligence Analyst application

Hello Sara,

With your permission, may we contact the two references listed on your application? Tell us if either person should be approached later.

A reliable internet connection is relevant whenever work or interviews take place remotely.

The organization describes the opening as mostly remote and based around Dubai.

Best,
Hamza Khan
Meadowline Clinics",Safe,Medium,not_applicable,legitimate_email_professional_reference_check_10,Consent-based reference check,Personal contacts requested,"The communication contains consent-based reference check. Although it has a weak warning sign (personal contacts requested), the context does not show deception or an improper request."
SS0416,email,"Subject: UI/UX Designer — recruitment update

Dear Zain,

Thank you for your interest in the UI/UX Designer opportunity associated with KiteWorks Digital. The position is described as mostly remote and based around Karachi. Please report to reception at 11:00 AM PKT on 10 September with the signed offer and original ID for visual verification. Copies are not needed by email.

The current compensation indication is PKR 90,000–120,000 per month. Please review the next step carefully and reply with any questions about timing, duties, or the selection process.

The hiring contact expects to complete this stage near 10 September. Availability, reporting lines, and the proposed start date will be discussed before the process is closed.

Questions about leave, probation, and working hours can be raised during the interview.

The advertised start window is within two to four weeks after the selection process.

Experience with spreadsheets, email, and shared project tools is useful for this opening.

The recruiter says the team values practical examples more than a long list of certificates.

Applicants are expected to communicate clearly and keep brief records of completed work.

Regards,
Zainab Ali
Talent Team",Safe,Medium,not_applicable,legitimate_email_first_day_joining_instructions_12,Appropriate first-day verification; no email document transfer,Identity document request,"The communication contains appropriate first-day verification; no email document transfer. Although it has a weak warning sign (identity document request), the context does not show deception or an improper request."
SS0546,email,"Subject: Stonepath Manufacturing hiring process and availability

Good day Zoya,

Thank you for your interest in the Digital Marketing Coordinator opportunity associated with Stonepath Manufacturing. The position is described as remote and based around Riyadh. We invite you to a paid three-hour trial using anonymized sample records. Trial compensation is SAR 150, and your work will not be used for a client deliverable.

The current compensation indication is SAR 6,000–8,000 per month. Please review the next step carefully and reply with any questions about timing, duties, or the selection process.

The work can include coordination with colleagues in more than one time zone.

Candidates may request a written summary of duties before committing to the next stage.

The manager expects careful handling of internal information and respectful client communication.

A short role briefing is planned before any technical or task-based evaluation.

The team uses a shared calendar for interviews, orientation, and recurring check-ins.

Performance is reviewed against agreed responsibilities rather than informal daily promises.

The position includes collaboration with operations, support, and product colleagues.

Sincerely,
Hina Aslam",Safe,Hard,not_applicable,legitimate_email_paid_contract_trial_17,Paid bounded trial; non-production task,Trial assignment,"The communication contains paid bounded trial; non-production task. Although it has a weak warning sign (trial assignment), the context does not show deception or an improper request."
